WCRNumber,CountyName,WellLocation,Township,Range,Section,MTRS,TotalCompletedDepth,PlannedUseFormerUse,PermitDate,latitude,longitude,coord_source,pdf_latitude,pdf_longitude,gis_latitude,gis_longitude,pdf_path,box_link,gsa_name
WCR1977-002548,Kings,,20S,19E,11,M20S19E11,2106.0,Water Supply Irrigation - Agriculture,,36.20366,-119.87845,gis,,,36.20366,-119.87845,pdfs/WCR1977-002548.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644263496,South Fork Kings GSA
WCR1977-002549,Kings,,20S,19E,23,M20S19E23,2100.0,Water Supply Irrigation - Agriculture,,36.17448,-119.87842,gis,,,36.17448,-119.87842,pdfs/WCR1977-002549.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639842186,South Fork Kings GSA
WCR1977-002550,Kings,,20S,19E,25,M20S19E25,2098.0,Water Supply Irrigation - Agriculture,,36.15982,-119.86063,gis,,,36.15982,-119.86063,pdfs/WCR1977-002550.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639970639,South Fork Kings GSA
WCR1977-002551,Kings,,20S,19E,35,M20S19E35,2100.0,Water Supply Irrigation - Agriculture,,36.14517,-119.87851,gis,,,36.14517,-119.87851,pdfs/WCR1977-002551.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639650634,South Fork Kings GSA
WCR1977-002552,Kings,,20S,19E,35,M20S19E35,2050.0,Water Supply Irrigation - Agriculture,,36.14517,-119.87851,gis,,,36.14517,-119.87851,pdfs/WCR1977-002552.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639605276,South Fork Kings GSA
WCR1977-002558,Kings,,20S,19E,02,M20S19E02,2101.0,Water Supply Irrigation - Agriculture,,36.21851,-119.87865,gis,,,36.21851,-119.87865,pdfs/WCR1977-002558.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461645205828,South Fork Kings GSA
WCR1977-002559,Kings,,20S,19E,02,M20S19E02,2099.0,Water Supply Irrigation - Agriculture,,36.21851,-119.87865,gis,,,36.21851,-119.87865,pdfs/WCR1977-002559.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639923599,South Fork Kings GSA
WCR1977-002562,Kings,,20S,19E,14,M20S19E14,2100.0,Water Supply Irrigation - Agriculture,,36.18907,-119.87846,gis,,,36.18907,-119.87846,pdfs/WCR1977-002562.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461645485192,South Fork Kings GSA
WCR1977-002563,Kings,,20S,19E,02,M20S19E02,2106.0,Water Supply Irrigation - Agriculture,,36.21851,-119.87865,gis,,,36.21851,-119.87865,pdfs/WCR1977-002563.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644813451,South Fork Kings GSA
WCR1977-003712,Kings,,19S,20E,27,M19S20E27,726.0,Water Supply Irrigation - Agriculture,,36.24746,-119.78969,gis,,,36.24746,-119.78969,pdfs/WCR1977-003712.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637885216,South Fork Kings GSA
WCR1977-003713,Kings,,19S,20E,34,M19S20E34,200.0,Water Supply Domestic,,36.23302,-119.78948,gis,,,36.23302,-119.78948,pdfs/WCR1977-003713.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636720279,South Fork Kings GSA
WCR1977-004607,Kings,,19S,20E,20,M19S20E20,620.0,Water Supply Irrigation - Agriculture,,36.26234,-119.82549,gis,,,36.26234,-119.82549,pdfs/WCR1977-004607.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641042011,South Fork Kings GSA
WCR1977-003706,Kings,,19S,20E,15,M19S20E15,670.0,Water Supply Irrigation - Agriculture,,36.27664,-119.78992,gis,,,36.27664,-119.78992,,,South Fork Kings GSA
WCR1977-003707,Kings,,19S,20E,17,M19S20E17,75.0,Water Supply Irrigation - Agriculture,,36.27683,-119.82553,gis,,,36.27683,-119.82553,pdfs/WCR1977-003707.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461606141348,South Fork Kings GSA
WCR1977-003708,Kings,,19S,20E,21,M19S20E21,570.0,Water Supply Irrigation - Agriculture,,36.26215,-119.8077,gis,,,36.26215,-119.8077,pdfs/WCR1977-003708.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641551614,South Fork Kings GSA
WCR1977-003709,Kings,,19S,20E,21,M19S20E21,573.0,Water Supply Irrigation - Agriculture,,36.26215,-119.8077,gis,,,36.26215,-119.8077,pdfs/WCR1977-003709.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640920258,South Fork Kings GSA
WCR1978-002884,Kings,,19S,20E,23,M19S20E23,55.0,Water Supply Domestic,,36.26198,-119.77192,gis,,,36.26198,-119.77192,pdfs/WCR1978-002884.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637693926,South Fork Kings GSA
WCR1978-002890,Kings,,19S,20E,27,M19S20E27,890.0,Water Supply Irrigation - Agriculture,,36.24746,-119.78969,gis,,,36.24746,-119.78969,pdfs/WCR1978-002890.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636408437,South Fork Kings GSA
WCR1978-002891,Kings,,19S,20E,27,M19S20E27,911.0,Water Supply Irrigation - Agriculture,,36.24746,-119.78969,gis,,,36.24746,-119.78969,pdfs/WCR1978-002891.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641639407,South Fork Kings GSA
WCR1978-002892,Kings,,19S,20E,27,M19S20E27,916.0,Water Supply Irrigation - Agriculture,,36.24746,-119.78969,gis,,,36.24746,-119.78969,pdfs/WCR1978-002892.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461643621756,South Fork Kings GSA
WCR1978-002893,Kings,,19S,20E,35,M19S20E35,950.0,Water Supply Irrigation - Agriculture,,36.23282,-119.77157,gis,,,36.23282,-119.77157,pdfs/WCR1978-002893.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639158146,South Fork Kings GSA
WCR1978-002111,Kings,,20S,19E,36,M20S19E36,2100.0,Water Supply Irrigation - Agriculture,,36.14521,-119.86073,gis,,,36.14521,-119.86073,pdfs/WCR1978-002111.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638436779,South Fork Kings GSA
WCR1979-002614,Kings,,20S,20E,12,M20S20E12,420.0,Water Supply Domestic,,36.20385,-119.75339,gis,,,36.20385,-119.75339,pdfs/WCR1979-002614.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639347739,South Fork Kings GSA
WCR1979-003004,Kings,,20S,20E,12,M20S20E12,75.0,Water Supply Irrigation - Agriculture,,36.20385,-119.75339,gis,,,36.20385,-119.75339,,,South Fork Kings GSA
WCR1979-002612,Kings,,20S,20E,13,M20S20E13,420.0,Water Supply Domestic,,36.18923,-119.75345,gis,,,36.18923,-119.75345,pdfs/WCR1979-002612.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644423137,South Fork Kings GSA
WCR1979-002613,Kings,,20S,20E,13,M20S20E13,445.0,Water Supply Domestic,,36.18923,-119.75345,gis,,,36.18923,-119.75345,pdfs/WCR1979-002613.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639500592,South Fork Kings GSA
WCR1980-005041,Kings,,19S,20E,28,M19S20E28,21.0,Water Supply,,36.24763,-119.8076,gis,,,36.24763,-119.8076,pdfs/WCR1980-005041.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641046592,South Fork Kings GSA
WCR1980-005042,Kings,,19S,20E,33,M19S20E33,26.0,Water Supply,,36.23313,-119.80748,gis,,,36.23313,-119.80748,pdfs/WCR1980-005042.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641645479,South Fork Kings GSA
WCR1981-004303,Kings,,19S,20E,15,M19S20E15,370.0,Water Supply Domestic,,36.27664,-119.78992,gis,,,36.27664,-119.78992,pdfs/WCR1981-004303.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637388398,South Fork Kings GSA
WCR1981-004305,Kings,,19S,20E,35,M19S20E35,740.0,Water Supply Domestic,,36.23282,-119.77157,gis,,,36.23282,-119.77157,pdfs/WCR1981-004305.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640536491,South Fork Kings GSA
WCR1982-003764,Kings,,19S,20E,26,M19S20E26,270.0,Water Supply Irrigation - Agriculture,,36.24732,-119.7718,gis,,,36.24732,-119.7718,pdfs/WCR1982-003764.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641532769,South Fork Kings GSA
WCR1982-003766,Kings,,19S,20E,32,M19S20E32,450.0,Water Supply Domestic,,36.23325,-119.82539,gis,,,36.23325,-119.82539,pdfs/WCR1982-003766.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638498400,South Fork Kings GSA
WCR1984-005081,Kings,,20S,19E,25,M20S19E25,42.0,Monitoring,,36.15982,-119.86063,gis,,,36.15982,-119.86063,pdfs/WCR1984-005081.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639679188,South Fork Kings GSA
WCR1985-007429,Kings,,19S,20E,15,M19S20E15,150.0,Water Supply Domestic,,36.27664,-119.78992,gis,,,36.27664,-119.78992,pdfs/WCR1985-007429.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640909132,South Fork Kings GSA
WCR1985-007430,Kings,,19S,20E,24,M19S20E24,260.0,Water Supply Domestic,,36.26208,-119.75375,gis,,,36.26208,-119.75375,,https://cadwr.app.box.com/v/WellCompletionReports/file/461639899262,South Fork Kings GSA
WCR1985-007431,Kings,,19S,20E,25,M19S20E25,62.0,Water Supply Irrigation - Agriculture,,36.24737,-119.7537,gis,,,36.24737,-119.7537,pdfs/WCR1985-007431.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637889296,South Fork Kings GSA
WCR1985-007432,Kings,,19S,20E,25,M19S20E25,63.0,Water Supply Irrigation - Agriculture,,36.24737,-119.7537,gis,,,36.24737,-119.7537,pdfs/WCR1985-007432.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637725912,South Fork Kings GSA
WCR1985-007529,Kings,,19S,21E,31,M19S21E31,60.0,Water Supply Domestic,,36.23278,-119.73566,gis,,,36.23278,-119.73566,pdfs/WCR1985-007529.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461643548602,South Fork Kings GSA
WCR1986-008062,Kings,,19S,20E,25,M19S20E25,65.0,Water Supply Irrigation - Agriculture,,36.24737,-119.7537,gis,,,36.24737,-119.7537,pdfs/WCR1986-008062.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640339254,South Fork Kings GSA
WCR1987-009453,Kings,,19S,20E,26,M19S20E26,60.0,Water Supply Irrigation - Agriculture,,36.24732,-119.7718,gis,,,36.24732,-119.7718,pdfs/WCR1987-009453.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641039388,South Fork Kings GSA
WCR1989-013205,Kings,,20S,19E,25,M20S19E25,23.0,Monitoring,,36.15982,-119.86063,gis,,,36.15982,-119.86063,pdfs/WCR1989-013205.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461645286331,South Fork Kings GSA
WCR1989-013605,Kings,,19S,20E,04,M19S20E04,20.0,Monitoring,,36.30588,-119.8077,gis,,,36.30588,-119.8077,pdfs/WCR1989-013605.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637736239,South Fork Kings GSA
WCR1989-013607,Kings,,19S,20E,32,M19S20E32,17.0,Other,,36.23325,-119.82539,gis,,,36.23325,-119.82539,pdfs/WCR1989-013607.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641728107,South Fork Kings GSA
WCR1989-013608,Kern,,19S,20E,32,M19S20E32,23.0,Other,,36.23325,-119.82539,gis,,,36.23325,-119.82539,pdfs/WCR1989-013608.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640678268,South Fork Kings GSA
WCR1989-013609,Kings,,19S,20E,33,M19S20E33,750.0,Water Supply Domestic,,36.23313,-119.80748,gis,,,36.23313,-119.80748,pdfs/WCR1989-013609.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461614975706,South Fork Kings GSA
WCR1989-013610,Kings,,19S,20E,34,M19S20E34,750.0,Water Supply Domestic,,36.23302,-119.78948,gis,,,36.23302,-119.78948,pdfs/WCR1989-013610.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461624345936,South Fork Kings GSA
WCR1989-013611,Kings,,19S,20E,34,M19S20E34,420.0,Water Supply Domestic,,36.23302,-119.78948,gis,,,36.23302,-119.78948,pdfs/WCR1989-013611.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641230186,South Fork Kings GSA
WCR1990-014266,Kings,,19S,20E,04,M19S20E04,520.0,Water Supply Irrigation - Agriculture,,36.30588,-119.8077,gis,,,36.30588,-119.8077,pdfs/WCR1990-014266.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637684778,South Fork Kings GSA
WCR1990-014270,Kings,,19S,20E,15,M19S20E15,880.0,Water Supply Industrial,,36.27664,-119.78992,gis,,,36.27664,-119.78992,pdfs/WCR1990-014270.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641430211,South Fork Kings GSA
WCR1990-014271,Kings,,19S,20E,15,M19S20E15,850.0,Water Supply Industrial,,36.27664,-119.78992,gis,,,36.27664,-119.78992,pdfs/WCR1990-014271.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637852403,South Fork Kings GSA
WCR1990-014272,Kings,,19S,20E,26,M19S20E26,840.0,Other,,36.24732,-119.7718,gis,,,36.24732,-119.7718,pdfs/WCR1990-014272.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641663324,South Fork Kings GSA
WCR1990-014273,Kern,,19S,20E,29,M19S20E29,20.0,Test Well,,36.24782,-119.82545,gis,,,36.24782,-119.82545,pdfs/WCR1990-014273.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461621222022,South Fork Kings GSA
WCR1990-014274,Kings,,19S,20E,29,M19S20E29,60.0,Test Well,,36.24782,-119.82545,gis,,,36.24782,-119.82545,pdfs/WCR1990-014274.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461615133550,South Fork Kings GSA
WCR1990-014275,Kings,,19S,20E,29,M19S20E29,200.0,Test Well,,36.24782,-119.82545,gis,,,36.24782,-119.82545,pdfs/WCR1990-014275.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639485157,South Fork Kings GSA
WCR1990-014276,Kings,,19S,20E,29,M19S20E29,90.0,Test Well,,36.24782,-119.82545,gis,,,36.24782,-119.82545,pdfs/WCR1990-014276.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641659888,South Fork Kings GSA
WCR1990-014277,Kings,,19S,20E,34,M19S20E34,680.0,Water Supply Domestic,,36.23302,-119.78948,gis,,,36.23302,-119.78948,pdfs/WCR1990-014277.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637991105,South Fork Kings GSA
WCR1990-014279,Kings,,19S,20E,06,M19S20E06,525.0,Water Supply Irrigation - Agriculture,,36.30597,-119.8428,gis,,,36.30597,-119.8428,pdfs/WCR1990-014279.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636989875,South Fork Kings GSA
WCR1991-013663,Kings,,19S,20E,06,M19S20E06,510.0,Water Supply Irrigation - Agriculture,,36.30597,-119.8428,gis,,,36.30597,-119.8428,pdfs/WCR1991-013663.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638930100,South Fork Kings GSA
WCR1991-013664,Kings,,19S,20E,06,M19S20E06,41.0,Water Supply Irrigation - Agriculture,,36.30597,-119.8428,gis,,,36.30597,-119.8428,pdfs/WCR1991-013664.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641321425,South Fork Kings GSA
WCR1991-013665,Kings,,19S,20E,06,M19S20E06,44.0,Water Supply Irrigation - Agriculture,,36.30597,-119.8428,gis,,,36.30597,-119.8428,pdfs/WCR1991-013665.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639171112,South Fork Kings GSA
WCR1991-013666,Kings,,19S,20E,06,M19S20E06,40.0,Water Supply Irrigation - Agriculture,,36.30597,-119.8428,gis,,,36.30597,-119.8428,pdfs/WCR1991-013666.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636574413,South Fork Kings GSA
WCR1991-013668,Kings,,19S,20E,24,M19S20E24,510.0,Water Supply Irrigation - Agriculture,,36.26208,-119.75375,gis,,,36.26208,-119.75375,pdfs/WCR1991-013668.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637615805,South Fork Kings GSA
WCR1991-013672,Kings,,19S,20E,06,M19S20E06,41.0,Water Supply Irrigation - Agriculture,,36.30597,-119.8428,gis,,,36.30597,-119.8428,pdfs/WCR1991-013672.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639750846,South Fork Kings GSA
WCR1992-010659,Kings,,20S,20E,10,M20S20E10,20.0,Water Supply Domestic,,36.20414,-119.78924,gis,,,36.20414,-119.78924,pdfs/WCR1992-010659.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640266716,South Fork Kings GSA
WCR1992-010660,Kings,,20S,20E,10,M20S20E10,20.0,Water Supply Domestic,,36.20414,-119.78924,gis,,,36.20414,-119.78924,pdfs/WCR1992-010660.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644310990,South Fork Kings GSA
WCR1992-011334,Kings,,19S,20E,02,M19S20E02,80.0,Water Supply Domestic,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR1992-011334.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640468025,South Fork Kings GSA
WCR1992-011287,Kings,,19S,20E,05,M19S20E05,200.0,Water Supply Domestic,,36.30593,-119.82548,gis,,,36.30593,-119.82548,pdfs/WCR1992-011287.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639700439,South Fork Kings GSA
WCR1992-011292,Kings,,19S,20E,21,M19S20E21,70.0,Water Supply Domestic,,36.26215,-119.8077,gis,,,36.26215,-119.8077,pdfs/WCR1992-011292.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638696027,South Fork Kings GSA
WCR1992-011293,Kings,,19S,20E,23,M19S20E23,80.0,Water Supply Domestic,,36.26198,-119.77192,gis,,,36.26198,-119.77192,pdfs/WCR1992-011293.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637849147,South Fork Kings GSA
WCR1992-011294,Kings,,19S,20E,24,M19S20E24,220.0,Water Supply Domestic,,36.26208,-119.75375,gis,,,36.26208,-119.75375,pdfs/WCR1992-011294.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641013515,South Fork Kings GSA
WCR1992-011295,Kings,,19S,20E,24,M19S20E24,510.0,Water Supply Irrigation - Agriculture,,36.26208,-119.75375,gis,,,36.26208,-119.75375,pdfs/WCR1992-011295.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641477696,South Fork Kings GSA
WCR1992-011296,Kings,,19S,20E,26,M19S20E26,220.0,Water Supply Irrigation - Agriculture,,36.24732,-119.7718,gis,,,36.24732,-119.7718,pdfs/WCR1992-011296.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641502124,South Fork Kings GSA
WCR1992-011299,Kings,,19S,20E,27,M19S20E27,45.0,Water Supply Domestic,,36.24746,-119.78969,gis,,,36.24746,-119.78969,pdfs/WCR1992-011299.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637634916,South Fork Kings GSA
WCR1992-011300,Kings,,19S,20E,08,M19S20E08,189.0,Water Supply Domestic,,36.29121,-119.82547,gis,,,36.29121,-119.82547,pdfs/WCR1992-011300.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641380555,South Fork Kings GSA
WCR1992-018157,Kings,,19S,20E,25,M19S20E25,65.0,Water Supply Domestic,,36.24737,-119.7537,gis,,,36.24737,-119.7537,pdfs/WCR1992-018157.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641652225,South Fork Kings GSA
WCR1993-007973,Kings,,19S,20E,27,M19S20E27,540.0,Water Supply Irrigation - Agriculture,,36.24746,-119.78969,gis,,,36.24746,-119.78969,pdfs/WCR1993-007973.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461613524439,South Fork Kings GSA
WCR1993-007796,Kings,,20S,20E,13,M20S20E13,420.0,Water Supply Public,,36.18923,-119.75345,gis,,,36.18923,-119.75345,pdfs/WCR1993-007796.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461643682506,South Fork Kings GSA
WCR1994-007571,Kings,,20S,20E,11,M20S20E11,340.0,Cathodic Protection,,36.20403,-119.77124,gis,,,36.20403,-119.77124,pdfs/WCR1994-007571.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637994974,South Fork Kings GSA
WCR1994-007416,Kings,,19S,20E,16,M19S20E16,230.0,Water Supply Domestic,,36.27669,-119.80776,gis,,,36.27669,-119.80776,pdfs/WCR1994-007416.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637753127,South Fork Kings GSA
WCR1994-007417,Kings,,19S,20E,23,M19S20E23,80.0,Water Supply Irrigation - Agriculture,,36.26198,-119.77192,gis,,,36.26198,-119.77192,pdfs/WCR1994-007417.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637851766,South Fork Kings GSA
WCR1994-007418,Kings,,19S,20E,26,M19S20E26,44.0,Water Supply Domestic,,36.24732,-119.7718,gis,,,36.24732,-119.7718,pdfs/WCR1994-007418.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637754053,South Fork Kings GSA
WCR1995-006870,Kings,,19S,20E,03,M19S20E03,23.0,Monitoring,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR1995-006870.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636494679,South Fork Kings GSA
WCR1995-006871,Kings,,19S,20E,03,M19S20E03,23.0,Monitoring,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR1995-006871.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638672523,South Fork Kings GSA
WCR1995-006872,Kings,,19S,20E,27,M19S20E27,210.0,Water Supply Irrigation - Agriculture,,36.24746,-119.78969,gis,,,36.24746,-119.78969,pdfs/WCR1995-006872.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637865118,South Fork Kings GSA
WCR1995-006873,Kings,,19S,20E,29,M19S20E29,510.0,Water Supply Domestic,,36.24782,-119.82545,gis,,,36.24782,-119.82545,pdfs/WCR1995-006873.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638109738,South Fork Kings GSA
WCR1996-006610,Kings,,20S,20E,13,M20S20E13,425.0,Water Supply Public,,36.18923,-119.75345,gis,,,36.18923,-119.75345,pdfs/WCR1996-006610.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644480219,South Fork Kings GSA
WCR1996-006343,Kings,,19S,20E,04,M19S20E04,415.0,Cathodic Protection,,36.30588,-119.8077,gis,,,36.30588,-119.8077,pdfs/WCR1996-006343.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636635866,South Fork Kings GSA
WCR1996-006346,Kings,,19S,20E,26,M19S20E26,40.0,Water Supply Domestic,,36.24732,-119.7718,gis,,,36.24732,-119.7718,pdfs/WCR1996-006346.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641651425,South Fork Kings GSA
WCR1996-006347,Kings,,19S,20E,28,M19S20E28,50.0,Water Supply Domestic,,36.24763,-119.8076,gis,,,36.24763,-119.8076,pdfs/WCR1996-006347.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639900839,South Fork Kings GSA
WCR1996-006348,Kings,,19S,20E,34,M19S20E34,100.0,Water Supply Domestic,,36.23302,-119.78948,gis,,,36.23302,-119.78948,pdfs/WCR1996-006348.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641221468,South Fork Kings GSA
WCR1996-006349,Kings,,19S,20E,35,M19S20E35,760.0,Water Supply Public,,36.23282,-119.77157,gis,,,36.23282,-119.77157,pdfs/WCR1996-006349.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641212732,South Fork Kings GSA
WCR1997-007349,Kings,,20S,20E,12,M20S20E12,720.0,Water Supply Irrigation - Agriculture,,36.20385,-119.75339,gis,,,36.20385,-119.75339,pdfs/WCR1997-007349.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637721079,South Fork Kings GSA
WCR1998-006566,Kings,,19S,20E,03,M19S20E03,,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR1998-006566.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637858992,South Fork Kings GSA
WCR1998-006567,Kings,,19S,20E,03,M19S20E03,,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR1998-006567.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637575151,South Fork Kings GSA
WCR1998-006568,Kings,,19S,20E,03,M19S20E03,,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR1998-006568.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461606479499,South Fork Kings GSA
WCR1998-006569,Kings,,19S,20E,03,M19S20E03,,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR1998-006569.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461607191513,South Fork Kings GSA
WCR1998-006573,Kings,,19S,20E,09,M19S20E09,70.0,Water Supply Industrial,,36.29112,-119.80774,gis,,,36.29112,-119.80774,pdfs/WCR1998-006573.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641188728,South Fork Kings GSA
WCR1998-006581,Kings,,19S,20E,02,M19S20E02,220.0,Water Supply Domestic,,36.30587,-119.7718,gis,,,36.30587,-119.7718,pdfs/WCR1998-006581.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461614527223,South Fork Kings GSA
WCR1998-006582,Kings,,19S,20E,03,M19S20E03,,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR1998-006582.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461635826479,South Fork Kings GSA
WCR1998-006583,Kings,,19S,20E,03,M19S20E03,,,,36.30586,-119.78979,gis,,,36.30586,-119.78979,pdfs/WCR1998-006583.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640689459,South Fork Kings GSA
WCR1999-007733,Kings,,20S,20E,12,M20S20E12,171.0,Water Supply Domestic,,36.20385,-119.75339,gis,,,36.20385,-119.75339,pdfs/WCR1999-007733.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644012658,South Fork Kings GSA
WCR2011-011630,Kings,,19S,20E,04,M19S20E04,320.0,Water Supply Public,,36.30588,-119.8077,gis,,,36.30588,-119.8077,pdfs/WCR2011-011630.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638665084,South Fork Kings GSA
WCR2011-011649,Kings,,19S,20E,15,M19S20E15,63.0,Water Supply Domestic,,36.27664,-119.78992,gis,,,36.27664,-119.78992,pdfs/WCR2011-011649.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638259863,South Fork Kings GSA
WCR2012-012033,Kings,,19S,20E,28,M19S20E28,26.0,Water Supply Domestic,,36.243323,-119.802126,gis,,,36.243323,-119.802126,pdfs/WCR2012-012033.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637866589,South Fork Kings GSA
WCR2015-004779,Kings,,19S,20E,35,M19S20E35,1170.0,Water Supply Industrial,,36.23282,-119.77157,gis,,,36.23282,-119.77157,pdfs/WCR2015-004779.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641733090,South Fork Kings GSA
